Name,Category,Subcategory,Risk,Technology,Standard Ports,Characteristics
splashtop-remote,networking,remote-access,1,client-server,"tcp/80,443,6783,6784,6785",
splunk,business-systems,management,1,client-server,"tcp/8000,8004,8089,9997,9998",consume-big-bandwidth pervasive-use
spotflux,networking,encrypted-tunnel,3,client-server,tcp/443 udp/443,evasive-behavior able-to-transfer-file
spotify,media,audio-streaming,3,client-server,"tcp/80,dynamic udp/57621",evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
spotnet,general-internet,internet-utility,4,client-server,tcp/119,used-by-malware able-to-transfer-file has-known-vulnerability
springcm,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
sprite-rpc,networking,ip-protocol,1,network-protocol,
sproutsocial,collaboration,social-networking,4,browser-based,"tcp/80,443",consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability
sps,networking,ip-protocol,1,network-protocol,
square,business-systems,general-business,1,client-server,tcp/443,pervasive-use
squirrelmail,collaboration,email,4,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
srp,networking,ip-protocol,1,network-protocol,
srvdir,general-internet,internet-utility,2,client-server,tcp/443,has-known-vulnerability
ss7-cap,networking,ip-protocol,1,network-protocol,
ss7-inap,networking,ip-protocol,1,network-protocol,
ss7-map-css-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-eir-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-ggsn-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-gmlc-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-gsmscf-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-hlr-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-msc-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-sgsn-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-siwf-callingparty,networking,ip-protocol,1,network-protocol,
ss7-map-vlr-callingparty,networking,ip-protocol,1,network-protocol,
ss7-sccp,networking,ip-protocol,1,network-protocol,
sscopmce,networking,ip-protocol,1,network-protocol,
ssdp,networking,infrastructure,1,peer-to-peer,tcp/1900 udp/1900,
ssh,networking,encrypted-tunnel,4,client-server,tcp/22,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
ssh-tunnel,networking,encrypted-tunnel,5,client-server,tcp/22,evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
ssl,networking,encrypted-tunnel,4,browser-based,tcp/443,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
st,networking,ip-protocol,1,network-protocol,
stagevu,media,photo-video,3,browser-based,tcp/80,consume-big-bandwidth able-to-transfer-file has-known-vulnerability
stanag-4406,networking,infrastructure,1,network-protocol,tcp/102,
stanag-5066,networking,infrastructure,1,network-protocol,tcp/5066,
starcraft,media,gaming,1,client-server,tcp/1119 udp/dynamic,consume-big-bandwidth pervasive-use
startmail,collaboration,email,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
starz,media,photo-video,3,browser-based,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
statsd,general-internet,internet-utility,1,client-server,udp/8125,
stealthnet,general-internet,file-sharing,4,peer-to-peer,"tcp/80,6097",consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
steam,media,gaming,3,client-server,"tcp/80,443,27014-27050 udp/3478,4379-4380,27000-27036",consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
steekr,general-internet,file-sharing,3,browser-based,consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
steganos-vpn,networking,encrypted-tunnel,4,client-server,tcp/443 tcp/80 udp/1194,evasive-behavior able-to-transfer-file has-known-vulnerability
stickam,collaboration,voip-video,5,browser-based,"tcp/80,1935",evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
stockstar,business-systems,general-business,1,client-server,"tcp/80,8080,8888",pervasive-use
stocktwits-base,collaboration,social-networking,2,browser-based,"tcp/443,80",able-to-transfer-file pervasive-use
stocktwits-posting,collaboration,social-networking,2,browser-based,"tcp/443,80",able-to-transfer-file pervasive-use
storage.to,general-internet,file-sharing,5,browser-based,tcp/80,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
storify-base,collaboration,social-networking,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
storify-posting,collaboration,social-networking,1,browser-based,"tcp/80,443",has-known-vulnerability
storix,business-systems,storage-backup,1,client-server,"tcp/80,8080,5026,5027",has-known-vulnerability
stp,networking,ip-protocol,1,network-protocol,
stratum-mining-protocol,general-internet,internet-utility,1,network-protocol,tcp/dynamic,
streak,business-systems,management,1,browser-based,"tcp/443, 80",has-known-vulnerability
streamaudio,media,audio-streaming,3,browser-based,tcp/dynamic,consume-big-bandwidth has-known-vulnerability
streambox,media,photo-video,2,client-server,"udp/1770,2051,2060",consume-big-bandwidth able-to-transfer-file
streampix,media,photo-video,1,client-server,tcp/80,consume-big-bandwidth
streamtime,business-systems,management,2,browser-based,"tcp/443, 80",able-to-transfer-file has-known-vulnerability
streetchat,collaboration,social-networking,2,client-server,"tcp/80,443",has-known-vulnerability pervasive-use
strongvpn,networking,encrypted-tunnel,1,client-server,"tcp/80,443 udp/4672",evasive-behavior
studivz,collaboration,social-networking,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
stumbleupon,collaboration,social-networking,5,browser-based,"tcp/80,443",evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
stun,networking,infrastructure,2,network-protocol,tcp/3478 udp/3478,evasive-behavior pervasive-use
sua,networking,ip-protocol,1,network-protocol,
subspace,media,gaming,3,client-server,udp/dynamic,evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
subversion-base,business-systems,general-business,3,client-server,tcp/3690 tcp/443 tcp/80 udp/3690,able-to-transfer-file has-known-vulnerability pervasive-use
subversion-uploading,business-systems,general-business,3,client-server,tcp/3690 tcp/443 tcp/80,able-to-transfer-file has-known-vulnerability pervasive-use
successfactors,business-systems,general-business,1,browser-based,"tcp/443,80",has-known-vulnerability
sugar-crm,business-systems,erp-crm,2,browser-based,"tcp/80,443",able-to-transfer-file
sugarsync,general-internet,file-sharing,4,client-server,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
suitelink,business-systems,ics-protocols,1,client-server,tcp/5413,
sumo-logic,business-systems,management,3,browser-based,tcp/443,consume-big-bandwidth able-to-transfer-file has-known-vulnerability
sun-nd,networking,ip-protocol,1,network-protocol,
sunlogin-remote-control,networking,remote-access,1,client-server,"tcp/443,80 udp/dynamic",has-known-vulnerability
supremo,networking,remote-access,2,client-server,tcp/443,evasive-behavior able-to-transfer-file
suresome,networking,proxy,5,browser-based,"tcp/80,443",evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
surrogafier,networking,proxy,4,browser-based,tcp/80,evasive-behavior able-to-transfer-file pervasive-use
surveymonkey-base,business-systems,marketing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
surveymonkey-downloading,business-systems,marketing,2,browser-based,"tcp/80, 443",able-to-transfer-file has-known-vulnerability
surveymonkey-editing,business-systems,marketing,1,browser-based,"tcp/80, 443",has-known-vulnerability
surveymonkey-sharing,business-systems,marketing,1,browser-based,"tcp/80, 443",has-known-vulnerability
surveymonkey-uploading,business-systems,marketing,2,browser-based,"tcp/80, 443",able-to-transfer-file has-known-vulnerability
svtplay,media,photo-video,2,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth pervasive-use
swapper,collaboration,instant-messaging,5,browser-based,tcp/80,evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
sway,business-systems,office-programs,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
swiftmq,business-systems,general-business,1,client-server,"tcp/4001,4002",
swipe,networking,encrypted-tunnel,2,client-server,able-to-transfer-file
swisstransfer,general-internet,file-sharing,3,browser-based,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
swyx-cds,business-systems,management,1,client-server,"tcp/9089,9091-9094",
sybase,business-systems,database,3,client-server,tcp/1498 tcp/2439 tcp/2638 tcp/5000,consume-big-bandwidth has-known-vulnerability pervasive-use
symantec-av-update,business-systems,software-update,3,client-server,"tcp/21,80,2847,2849,2967,2968,38292,443 udp/2967,2968,38037,38293",evasive-behavior has-known-vulnerability pervasive-use
symantec-endpoint-manager,business-systems,management,2,client-server,"tcp/80,9090,8443,8445,8014 udp/39999",has-known-vulnerability pervasive-use
symantec-syst-center,business-systems,management,1,client-server,tcp/2967 udp/2967,
symphony,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
sync,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
syncplicity-base,general-internet,file-sharing,3,client-server,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
syncplicity-downloading,general-internet,file-sharing,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
syncplicity-sharing,general-internet,file-sharing,1,client-server,"tcp/80,443",has-known-vulnerability
syncplicity-uploading,general-internet,file-sharing,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
synergy,networking,remote-access,1,client-server,tcp/24800,has-known-vulnerability
synology-cloudstation,business-systems,storage-backup,4,client-server,tcp/dynamic udp/dynamic,evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability
synology-dsm,business-systems,management,4,browser-based,"tcp/5000,5001",used-by-malware able-to-transfer-file has-known-vulnerability
syslog,business-systems,management,2,client-server,"tcp/1468,1514,6514 udp/514,1514",has-known-vulnerability pervasive-use
evalesco-sysorb,networking,infrastructure,1,client-server,"tcp/3241,80",has-known-vulnerability
t.120,networking,infrastructure,3,network-protocol,"tcp/1503,3389",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
t.38,networking,infrastructure,1,network-protocol,tcp/6004 udp/6004,has-known-vulnerability
t3,business-systems,general-business,1,client-server,"tcp/7001,14000",
tableau-base,general-internet,internet-utility,1,client-server,"tcp/80,443",has-known-vulnerability
tableau-downloading,general-internet,internet-utility,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
tableau-editing,general-internet,internet-utility,1,browser-based,"tcp/80,443",has-known-vulnerability
tableau-public,general-internet,internet-utility,3,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
tableau-uploading,general-internet,internet-utility,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
tacacs,business-systems,auth-service,1,client-server,tcp/49,pervasive-use
tacacs-plus,business-systems,auth-service,1,client-server,tcp/49,pervasive-use
tagoo,media,audio-streaming,4,browser-based,tcp/dynamic,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
taku-file-bin,general-internet,file-sharing,4,browser-based,tcp/443 tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
tales-runner,media,gaming,2,client-server,"tcp/80,9000,9150,9110,9153 udp/dynamic",consume-big-bandwidth has-known-vulnerability pervasive-use
talkbox,collaboration,instant-messaging,1,client-server,tcp/dynamic,able-to-transfer-file
tango,collaboration,voip-video,2,client-server,"tcp/80,443 udp/1818,3478,51000,51002",able-to-transfer-file pervasive-use
tanium,business-systems,management,1,client-server,"tcp/17472,8080,8081,17440,17443,17444",
taobao,business-systems,general-business,1,browser-based,"tcp/80, 443",has-known-vulnerability
tcf,networking,ip-protocol,1,network-protocol,
tcp-over-dns,networking,encrypted-tunnel,4,client-server,udp/53,evasive-behavior able-to-transfer-file
teachertube,media,photo-video,3,browser-based,tcp/80,consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
teamcenter,business-systems,management,2,client-server,tcp/dynamic,able-to-transfer-file pervasive-use
teamdrive-base,general-internet,file-sharing,2,client-server,"tcp/80,443,37655",consume-big-bandwidth able-to-transfer-file pervasive-use
teamdrive-uploading,general-internet,file-sharing,2,client-server,"tcp/80,443,37655",consume-big-bandwidth able-to-transfer-file pervasive-use
teamsound,collaboration,voip-video,1,peer-to-peer,"tcp/40000,40001 udp/40000,40001,40002,40003,40004",consume-big-bandwidth pervasive-use
